ID,FoodGroup,Descrip,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,VitA_USRDA,VitB6_USRDA,VitB12_USRDA,VitC_USRDA,VitE_USRDA,Folate_USRDA,Niacin_USRDA,Riboflavin_USRDA,Thiamin_USRDA,Calcium_USRDA,Copper_USRDA,Magnesium_USRDA,Phosphorus_USRDA,Selenium_USRDA,Zinc_USRDA,category
19067,Sweets,"Candies, TWIZZLERS CHERRY BITES",338,2.97,1.7,79.38,0,0.1,0,0,0,0,0,0,0,0,0,12,0,0.55,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.067142857,0,0,Weight_Gain
20140,Cereal Grains and Pasta,"Spelt, uncooked",338,14.57,2.43,70.19,6.82,10.7,0,0.23,0,0,0.79,45,6.843,0.113,0.364,27,0.511,4.44,136,2.983,401,11.7,3.28,0,0.135294118,0,0,0.052666667,0.1125,0.4276875,0.086923077,0.303333333,0.0225,0.000567778,0.323809524,0.572857143,0.212727273,0.298181818,Weight_Gain
35235,American Indian/Alaska Native Foods,"Wocas, tuber, cooked, Oregon, yellow pond lily (Klamath)",34,0.69,0.35,7.06,0,2.3,0,0.068,0,0,0.42,5,0.29,0.015,0.015,23,0.004,1.21,3,0.952,13,0,0.3,0,0.04,0,0,0.028,0.0125,0.018125,0.011538462,0.0125,0.019166667,4.44E-06,0.007142857,0.018571429,0,0.027272727,General_Food
23361,Beef Products,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw",124,23.35,3.38,0,0,0,2,0.648,1.68,0,0.27,4,6.81,0.183,0.063,13,0.049,1.47,12,0.001,221,22.8,3.43,0.002222222,0.381176471,0.7,0,0.018,0.01,0.425625,0.140769231,0.0525,0.010833333,5.44E-05,0.028571429,0.315714286,0.414545455,0.311818182,General_Food
8513,Breakfast Cereals,"Cereals ready-to-eat, GENERAL MILLS, CHOCOLATE LUCKY CHARMS",381,5.59,4.4,84.4,36.79,5.3,505,1.78,5.4,21.4,0.57,594,17.89,1.5,1.29,357,0.212,16.1,57,0,214,9.9,13.39,0.561111111,1.047058824,2.25,0.237777778,0.038,1.485,1.118125,1.153846154,1.075,0.2975,0.000235556,0.135714286,0.305714286,0.18,1.217272727,Weight_Gain
42117,Dairy and Egg Products,"Imitation cheese, american or cheddar, low cholesterol",390,25,32,1,1,0,115,0.07,0.83,0,0.28,18,0.08,0.36,0.03,705,0.03,0.7,30,0,530,14.6,3,0.127777778,0.041176471,0.345833333,0,0.018666667,0.045,0.005,0.276923077,0.025,0.5875,3.33E-05,0.071428571,0.757142857,0.265454545,0.272727273,Weight_Gain
19027,Snacks,"Snacks, granola bars, soft, uncoated, peanut butter and chocolate chip",432,9.8,20,62.2,0,4.2,2,0.1,0.45,0,0,33,3.15,0.12,0.12,80,0.4,1.94,88,1.35,262,0,1.7,0.002222222,0.058823529,0.1875,0,0,0.0825,0.196875,0.092307692,0.1,0.066666667,0.000444444,0.20952381,0.374285714,0,0.154545455,Weight_Gain
8539,Breakfast Cereals,"Cereals ready-to-eat, KASHI ORGANIC PROMISE, CINNAMON HARVEST",336,11,1.4,79,16.5,10.7,0,0,0,0,0,0,0,0,0,25,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0,0,0,0,0,Weight_Gain
1252,Dairy and Egg Products,"Dairy, Cheese product, pasteurized process, American, vitamin D fortified",308,17.62,22.49,8.7,6.47,0,257,0.124,1.49,0,1.13,18,0.17,0.387,0.04,1652,0.037,1.11,33,0.057,948,17.3,2.21,0.285555556,0.072941176,0.620833333,0,0.075333333,0.045,0.010625,0.297692308,0.033333333,1.376666667,4.11E-05,0.078571429,1.354285714,0.314545455,0.200909091,Weight_Gain
6349,"Soups, Sauces, and Gravies","CAMPBELL'S Red and White, SCOOBY-DOO Soup, condensed",56,2.38,1.59,8.73,0.79,0.8,0,0,0,0,0,0,0,0,0,16,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0,0,0,0,0,General_Food
5177,Poultry Products,"Turkey, liver, all classes, raw",128,18.26,5.5,0,0,0,8058,1.04,19.73,24.5,0.24,677,11.233,2.247,0.206,20,0.863,8.94,24,0.296,279,68.7,3.37,8.953333333,0.611764706,8.220833333,0.272222222,0.016,1.6925,0.7020625,1.728461538,0.171666667,0.016666667,0.000958889,0.057142857,0.398571429,1.249090909,0.306363636,General_Food
3265,Baby Foods,"Babyfood, juice, apple and grape",46,0.1,0.2,11.34,10.9,0.1,0,0.034,0,31.5,0,1,0.109,0.021,0.007,6,0.078,0.39,6,0,5,0.1,0.04,0,0.02,0,0.35,0,0.0025,0.0068125,0.016153846,0.005833333,0.005,8.67E-05,0.014285714,0.007142857,0.001818182,0.003636364,General_Food
28282,Baked Products,"SUNSHINE, KRISPY, Soup & Oyster Crackers (large)",416,8.6,9.3,76.1,2.4,2.6,0,0,0,0,0,0,6,0.45,0.71,0,0,4.9,19,0,81,0,0,0,0,0,0,0,0,0.375,0.346153846,0.591666667,0,0,0.045238095,0.115714286,0,0,Weight_Gain
5301,Poultry Products,"Poultry, mechanically deboned, from backs and necks with skin, raw",272,11.39,24.73,0,0,0,74,0.19,0.25,1.5,0,6,4.63,0.129,0.05,138,0.065,1.57,12,0.019,132,10.7,1.29,0.082222222,0.111764706,0.104166667,0.016666667,0,0.015,0.289375,0.099230769,0.041666667,0.115,7.22E-05,0.028571429,0.188571429,0.194545455,0.117272727,General_Food
13422,Beef Products,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",196,27.01,8.9,0,0,0,0,0.355,1.62,0,0.39,8,4.884,0.152,0.056,6,0.059,2.22,17,0.009,164,28.3,4.44,0,0.208823529,0.675,0,0.026,0.02,0.30525,0.116923077,0.046666667,0.005,6.56E-05,0.04047619,0.234285714,0.514545455,0.403636364,General_Food
6332,"Soups, Sauces, and Gravies",CAMPBELL'S Microwavable Turkey Gravy,42,1.67,1.67,5,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General_Food
15214,Finfish and Shellfish Products,"Fish, seatrout, mixed species, cooked, dry heat",133,21.46,4.63,0,0,0,35,0.462,3.46,0,0,6,2.923,0.207,0.069,22,0.038,0.35,40,0.019,321,46.8,0.58,0.038888889,0.271764706,1.441666667,0,0,0.015,0.1826875,0.159230769,0.0575,0.018333333,4.22E-05,0.095238095,0.458571429,0.850909091,0.052727273,General_Food
19364,Sweets,"Toppings, butterscotch or caramel",252,1.5,0.1,65.9,0,0.9,27,0.014,0.09,0.3,0,2,0.039,0.095,0.012,53,0.024,0.2,7,0.05,47,0,0.19,0.03,0.008235294,0.0375,0.003333333,0,0.005,0.0024375,0.073076923,0.01,0.044166667,2.67E-05,0.016666667,0.067142857,0,0.017272727,General_Food
11701,Vegetables and Vegetable Products,"Arrowhead, cooked, boiled, drained, with salt",78,4.49,0.1,16.14,0,0,0,0.206,0,0.3,0,9,1.16,0.06,0.144,7,0.135,1.21,49,0.285,197,0.6,0.22,0,0.121176471,0,0.003333333,0,0.0225,0.0725,0.046153846,0.12,0.005833333,0.00015,0.116666667,0.281428571,0.010909091,0.02,General_Food
11707,Vegetables and Vegetable Products,"Asparagus, canned, no salt added, solids and liquids",15,1.8,0.18,2.48,1,1,39,0.098,0,16.5,0.29,85,0.851,0.089,0.054,15,0.107,0.6,9,0.152,38,1.6,0.47,0.043333333,0.057647059,0,0.183333333,0.019333333,0.2125,0.0531875,0.068461538,0.045,0.0125,0.000118889,0.021428571,0.054285714,0.029090909,0.042727273,General_Food
21278,Fast Foods,"DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust",265,10.76,9.83,33.48,4.22,2.4,0,0.04,0.36,0.4,0.89,0,3.51,0.18,0.34,166,0.11,2.49,24,0.275,203,20.3,1.22,0,0.023529412,0.15,0.004444444,0.059333333,0,0.219375,0.138461538,0.283333333,0.138333333,0.000122222,0.057142857,0.29,0.369090909,0.110909091,General_Food
3044,Baby Foods,"Babyfood, dinner, macaroni and tomato and beef, strained",61,2.36,1.47,9.45,2.09,1.2,44,0.056,0.15,0.3,2.62,12,0.715,0.043,0.038,17,0.05,0.46,12,0.13,39,8.4,0.54,0.048888889,0.032941176,0.0625,0.003333333,0.174666667,0.03,0.0446875,0.033076923,0.031666667,0.014166667,5.56E-05,0.028571429,0.055714286,0.152727273,0.049090909,General_Food
23269,Beef Products,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",180,19.7,10.6,1.51,0,0,2,0.394,2.96,0,0,3,3.551,0.222,0.083,6,0.143,2.64,24,0,210,25.4,7.79,0.002222222,0.231764706,1.233333333,0,0,0.0075,0.2219375,0.170769231,0.069166667,0.005,0.000158889,0.057142857,0.3,0.461818182,0.708181818,General_Food
28140,Baked Products,"KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Garlic Herb",486,6.5,23.6,63,6.6,2.2,0,0,0,0,0,0,4.3,0.32,0.53,0,0,4,15,0,260,0,0,0,0,0,0,0,0,0.26875,0.246153846,0.441666667,0,0,0.035714286,0.371428571,0,0,Weight_Gain
11176,Vegetables and Vegetable Products,"Corn, sweet, yellow, canned, vacuum pack, regular pack",79,2.41,0.5,19.44,3.56,2,4,0.055,0,8.1,0.04,49,1.167,0.073,0.041,5,0.048,0.42,23,0.067,64,0.7,0.46,0.004444444,0.032352941,0,0.09,0.002666667,0.1225,0.0729375,0.056153846,0.034166667,0.004166667,5.33E-05,0.054761905,0.091428571,0.012727273,0.041818182,General_Food
13910,Beef Products,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",264,26.44,16.78,0,0,0,0,0.553,1.56,0,0.46,8,7.037,0.127,0.071,19,0.079,1.69,22,0.009,204,28.5,4.75,0,0.325294118,0.65,0,0.030666667,0.02,0.4398125,0.097692308,0.059166667,0.015833333,8.78E-05,0.052380952,0.291428571,0.518181818,0.431818182,General_Food
23445,Beef Products,"Beef, New Zealand, imported, tripe uncooked, raw",77,14.86,1.98,0,0,0,6,0.035,7.12,0,0.45,0,7.943,0.191,0.051,112,0.094,4.44,19,4.055,159,3.1,1.72,0.006666667,0.020588235,2.966666667,0,0.03,0,0.4964375,0.146923077,0.0425,0.093333333,0.000104444,0.045238095,0.227142857,0.056363636,0.156363636,Muscle_Gain
19238,Sweets,"Candies, REESE'S BITES",521,11.34,29.85,55.18,48.03,3.1,0,0.1,0,0.8,0,0,4.33,0.21,0.15,112,0.3,0.85,63,0.65,194,1.6,1.06,0,0.058823529,0,0.008888889,0,0,0.270625,0.161538462,0.125,0.093333333,0.000333333,0.15,0.277142857,0.029090909,0.096363636,Weight_Gain
16214,Legumes and Legume Products,"Vitasoy USA, Organic Nasoya Silken Tofu",47,4.8,2.5,1.4,0.2,0.3,0,0,0,0,0,0,0,0,0,75,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,General_Food
19048,Snacks,"Snacks, pretzels, hard, confectioner's coating, chocolate-flavor",457,7.5,16.7,70.9,38.8,2.4,0,0.172,0,0.5,0.62,9,0.8,0.2,0.099,74,0.302,2,41,0.562,145,14.5,0.92,0,0.101176471,0,0.005555556,0.041333333,0.0225,0.05,0.153846154,0.0825,0.061666667,0.000335556,0.097619048,0.207142857,0.263636364,0.083636364,Weight_Gain
36021,Restaurant Foods,"APPLEBEE'S, coleslaw",120,0.79,7.09,13.17,9.33,2.8,77,0.129,0,13.7,0.5,0,0.3,0.063,0.03,36,0.017,0.26,10,0.148,23,0.4,0.19,0.085555556,0.075882353,0,0.152222222,0.033333333,0,0.01875,0.048461538,0.025,0.03,1.89E-05,0.023809524,0.032857143,0.007272727,0.017272727,General_Food
11431,Vegetables and Vegetable Products,"Radishes, oriental, cooked, boiled, drained, without salt",17,0.67,0.24,3.43,1.83,1.6,0,0.038,0,15.1,0,17,0.15,0.023,0,17,0.101,0.15,9,0.033,24,0.7,0.13,0,0.022352941,0,0.167777778,0,0.0425,0.009375,0.017692308,0,0.014166667,0.000112222,0.021428571,0.034285714,0.012727273,0.011818182,General_Food
6233,"Soups, Sauces, and Gravies","PREGO Pasta, Organic Tomato and Basil Italian Sauce, ready-to-serve",72,1.6,2.4,10.4,7.2,3.2,0,0,0,4.8,0,0,0,0,0,32,0,0.58,0,0,0,0,0,0,0,0,0.053333333,0,0,0,0,0,0.026666667,0,0,0,0,0,Weight_Loss
6029,"Soups, Sauces, and Gravies","HEALTHY REQUEST, Chicken with Rice, condensed",46,1.59,1.19,7.19,0.79,0.8,30,0.037,0.07,1,0.07,3,1.059,0.025,0.01,0,0.054,0,4,0.182,33,1.7,0.2,0.033333333,0.021764706,0.029166667,0.011111111,0.004666667,0.0075,0.0661875,0.019230769,0.008333333,0,6.00E-05,0.00952381,0.047142857,0.030909091,0.018181818,General_Food
20081,Cereal Grains and Pasta,"Wheat flour, white, all-purpose, enriched, bleached",364,10.33,0.98,76.31,0.27,2.7,0,0.044,0,0,0.06,291,5.904,0.494,0.785,15,0.144,4.64,22,0.682,108,33.9,0.7,0,0.025882353,0,0,0.004,0.7275,0.369,0.38,0.654166667,0.0125,0.00016,0.052380952,0.154285714,0.616363636,0.063636364,Weight_Gain
8537,Breakfast Cereals,"Cereals ready-to-eat, KASHI 7 Whole Grain Flakes",337,11,1.5,81.4,11.3,11.8,0,0.2,0,0,0.67,0,4.2,0.1,0.29,29,0,2.9,75,0,174,0,1.5,0,0.117647059,0,0,0.044666667,0,0.2625,0.076923077,0.241666667,0.024166667,0,0.178571429,0.248571429,0,0.136363636,Weight_Gain
4669,Fats and Oils,"USDA Commodity Food, oil, vegetable, soybean, refined",884,0,100,0,0,0,0,0,0,0,8.18,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.545333333,0,0,0,0,0,0,0,0,0,0,Weight_Gain
21328,Fast Foods,"McDONALD'S, Sausage McGRIDDLES",312,8.41,17.76,31.25,11.23,1,0,0.108,0.27,0,0,0,3.082,0.156,0.209,63,0.079,1.42,14,0.198,316,0,0.76,0,0.063529412,0.1125,0,0,0,0.192625,0.12,0.174166667,0.0525,8.78E-05,0.033333333,0.451428571,0,0.069090909,Weight_Gain
21515,Fast Foods,"MORNINGSTAR FARMS Pizza, Baja Black Bean, single serve",252,10.6,6.9,36.9,3.3,5.2,0,0,0.1,0,0,0,3.8,0.2,0.3,121,0,1.5,10,0,84,0,0.4,0,0,0.041666667,0,0,0,0.2375,0.153846154,0.25,0.100833333,0,0.023809524,0.12,0,0.036363636,Weight_Loss
10087,Pork Products,"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",232,24.21,14.3,0,0,0,3,0.437,1.16,1,0.24,8,4.96,0.4,1.116,27,0.121,1.56,26,0.015,235,36.1,4.23,0.003333333,0.257058824,0.483333333,0.011111111,0.016,0.02,0.31,0.307692308,0.93,0.0225,0.000134444,0.061904762,0.335714286,0.656363636,0.384545455,General_Food
42235,Dairy and Egg Products,"Cheese, cottage, lowfat, 1% milkfat, lactose reduced",74,12.4,1,3.2,2.6,0.6,11,0.07,0.63,0,0.01,12,0.13,0.16,0.02,53,0.028,0.14,5,0,134,9,0.38,0.012222222,0.041176471,0.2625,0,0.000666667,0.03,0.008125,0.123076923,0.016666667,0.044166667,3.11E-05,0.011904762,0.191428571,0.163636364,0.034545455,General_Food
18001,Baked Products,"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)",264,10.56,1.32,52.38,8.43,1.6,0,0.07,0,0,7.46,163,4.515,0.344,0.568,219,0.128,3.57,29,0.539,99,21.5,0.83,0,0.041176471,0,0,0.497333333,0.4075,0.2821875,0.264615385,0.473333333,0.1825,0.000142222,0.069047619,0.141428571,0.390909091,0.075454545,General_Food
11093,Vegetables and Vegetable Products,"Broccoli, frozen, chopped, cooked, boiled, drained, without salt",28,3.1,0.12,5.35,1.47,3,51,0.13,0,40.1,1.32,56,0.458,0.081,0.055,33,0.034,0.61,13,0.223,49,0.7,0.28,0.056666667,0.076470588,0,0.445555556,0.088,0.14,0.028625,0.062307692,0.045833333,0.0275,3.78E-05,0.030952381,0.07,0.012727273,0.025454545,General_Food
23506,Beef Products,"USDA Commodity, beef patties with VPP, frozen, raw",225,15.21,16.48,3.84,0,1.3,17,0.44,3.59,0,0,0,4.281,0.22,0.316,29,0.163,2.66,36,0.252,190,11.7,5.44,0.018888889,0.258823529,1.495833333,0,0,0,0.2675625,0.169230769,0.263333333,0.024166667,0.000181111,0.085714286,0.271428571,0.212727273,0.494545455,General_Food
14097,Beverages,"Alcoholic Beverage, wine, table, red, Cabernet Sauvignon",83,0.07,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General_Food
3161,Baby Foods,"Babyfood, peaches, dices, toddler",51,0.5,0.2,11.8,9.49,0.8,7,0.04,0,31.3,0.83,5,0.47,0.02,0.01,6,0.03,0.2,8,0.05,17,0.4,0.12,0.007777778,0.023529412,0,0.347777778,0.055333333,0.0125,0.029375,0.015384615,0.008333333,0.005,3.33E-05,0.019047619,0.024285714,0.007272727,0.010909091,General_Food
17323,"Lamb, Veal, and Game Products","Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",311,29.7,20.38,0,0,0,0,0.203,3.25,0,0,0,4.369,0.263,0.093,27,0.188,2.42,23,0.018,201,9.2,6.64,0,0.119411765,1.354166667,0,0,0,0.2730625,0.202307692,0.0775,0.0225,0.000208889,0.054761905,0.287142857,0.167272727,0.603636364,Weight_Gain
20094,Cereal Grains and Pasta,"Pasta, fresh-refrigerated, plain, cooked",131,5.15,1.05,24.93,0,0,6,0.034,0.14,0,0,104,0.992,0.15,0.209,6,0.093,1.14,18,0.224,63,0,0.56,0.006666667,0.02,0.058333333,0,0,0.26,0.062,0.115384615,0.174166667,0.005,0.000103333,0.042857143,0.09,0,0.050909091,General_Food
18281,Baked Products,"Muffins, corn, toaster-type",346,5.3,11.3,57.9,0,1.6,18,0.048,0.03,0,0,89,2.31,0.37,0.31,19,0.072,1.47,14,0.28,151,15.2,0.39,0.02,0.028235294,0.0125,0,0,0.2225,0.144375,0.284615385,0.258333333,0.015833333,8.00E-05,0.033333333,0.215714286,0.276363636,0.035454545,Weight_Gain
18045,Baked Products,"Bread, pumpernickel, toasted",275,9.5,3.4,52.2,0.58,7.1,0,0.124,0,0,0.46,129,3.057,0.301,0.287,74,0.315,3.15,60,1.434,195,26.9,1.62,0,0.072941176,0,0,0.030666667,0.3225,0.1910625,0.231538462,0.239166667,0.061666667,0.00035,0.142857143,0.278571429,0.489090909,0.147272727,Weight_Loss
20067,Cereal Grains and Pasta,Sorghum grain,329,10.62,3.46,72.09,2.53,6.7,0,0.443,0,0,0.5,20,3.688,0.096,0.332,13,0.284,3.36,165,1.605,289,12.2,1.67,0,0.260588235,0,0,0.033333333,0.05,0.2305,0.073846154,0.276666667,0.010833333,0.000315556,0.392857143,0.412857143,0.221818182,0.151818182,Weight_Gain
23091,Beef Products,"Beef, chuck for stew, separable lean and fat, select, cooked, braised",186,32.29,6.34,0,0,0,2,0.522,2.53,0,0.07,8,4.85,0.3,0.08,15,0.116,2.84,23,0.016,236,32.2,8.47,0.002222222,0.307058824,1.054166667,0,0.004666667,0.02,0.303125,0.230769231,0.066666667,0.0125,0.000128889,0.054761905,0.337142857,0.585454545,0.77,General_Food
10894,Pork Products,"Pork, cured, ham, separable fat, boneless, heated",507,8.77,51.57,2,0.28,0,12,0.201,0.31,0,0.35,1,3.08,0.096,0.278,6,0.33,0.53,16,0.022,169,16,1.14,0.013333333,0.118235294,0.129166667,0,0.023333333,0.0025,0.1925,0.073846154,0.231666667,0.005,0.000366667,0.038095238,0.241428571,0.290909091,0.103636364,Weight_Gain
19308,Sweets,"Candies, MARS SNACKFOOD US, POP'ABLES 3 MUSKETEERS Brand Bite Size Candies",443,2.59,15.17,75.94,67,1.3,0,0,0,0.4,0,0,0,0,0,60,0,0.58,0,0,0,0,0,0,0,0,0.004444444,0,0,0,0,0,0.05,0,0,0,0,0,Weight_Gain
21102,Fast Foods,"Fast foods, chicken fillet sandwich, plain",283,13.25,16.18,21.26,0,0,0,0.11,0.21,4.9,0,82,3.74,0.13,0.18,33,0.127,2.57,19,0.26,128,22.2,1.03,0,0.064705882,0.0875,0.054444444,0,0.205,0.23375,0.1,0.15,0.0275,0.000141111,0.045238095,0.182857143,0.403636364,0.093636364,General_Food
16039,Legumes and Legume Products,"Beans, navy, mature seeds, canned",113,7.53,0.43,20.45,0.28,5.1,0,0.103,0,0.7,0.78,62,0.487,0.055,0.141,47,0.208,1.85,47,0.375,134,5.8,0.77,0,0.060588235,0,0.007777778,0.052,0.155,0.0304375,0.042307692,0.1175,0.039166667,0.000231111,0.111904762,0.191428571,0.105454545,0.07,Weight_Loss
20123,Cereal Grains and Pasta,"Spaghetti, protein-fortified, cooked, enriched (N x 5.70)",164,8.08,0.21,31.66,0,1.7,0,0.064,0,0,0,132,1.837,0.161,0.298,10,0.084,0.72,30,0.417,50,25.2,0.5,0,0.037647059,0,0,0,0.33,0.1148125,0.123846154,0.248333333,0.008333333,9.33E-05,0.071428571,0.071428571,0.458181818,0.045454545,General_Food
1253,Dairy and Egg Products,"Cheese, pasteurized process, American, without added vitamin D",371,18.13,31.79,3.7,2.26,0,250,0.054,1.5,0,0.8,8,0.076,0.234,0.015,1045,0.046,0.63,26,0.041,641,20.2,2.49,0.277777778,0.031764706,0.625,0,0.053333333,0.02,0.00475,0.18,0.0125,0.870833333,5.11E-05,0.061904762,0.915714286,0.367272727,0.226363636,Weight_Gain
1102,Dairy and Egg Products,"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D",83,3.17,3.39,10.34,9.54,0.8,27,0.04,0.33,0.9,0.07,5,0.125,0.162,0.037,112,0.065,0.24,13,0.077,101,1.9,0.41,0.03,0.023529412,0.1375,0.01,0.004666667,0.0125,0.0078125,0.124615385,0.030833333,0.093333333,7.22E-05,0.030952381,0.144285714,0.034545455,0.037272727,General_Food
23450,Beef Products,"Beef, New Zealand, imported, brisket point end, separable lean and fat, cooked, braised",250,31.94,13.6,0,0,0,11,0.182,1.1,0,0.77,0,3.282,0.109,0.02,7,0.104,2.57,18,0.012,158,5,4.73,0.012222222,0.107058824,0.458333333,0,0.051333333,0,0.205125,0.083846154,0.016666667,0.005833333,0.000115556,0.042857143,0.225714286,0.090909091,0.43,General_Food
35231,American Indian/Alaska Native Foods,"Sea lion, Steller, fat (Alaska Native)",850,0.9,94,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weight_Gain
1080,Dairy and Egg Products,"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids and vitamin A and vitamin D",51,3.48,1.92,4.97,0,0,56,0.045,0.38,1,0,5,0.09,0.173,0.04,128,0.008,0.05,14,0.002,100,2.3,0.4,0.062222222,0.026470588,0.158333333,0.011111111,0,0.0125,0.005625,0.133076923,0.033333333,0.106666667,8.89E-06,0.033333333,0.142857143,0.041818182,0.036363636,General_Food
19130,Sweets,"Candies, HERSHEY'S POT OF GOLD Almond Bar",577,12.82,38.46,46.15,38.46,3.8,0,0,0,0,0,0,0,0,0,192,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,Weight_Gain
10086,Pork Products,"Pork, fresh, shoulder, blade, boston (steaks), separable lean only, cooked, broiled",227,26.74,12.54,0,0,0,2,0.31,1.13,0.3,0.27,5,4.3,0.44,0.75,33,0.059,1.56,24,0.009,220,39.3,5.02,0.002222222,0.182352941,0.470833333,0.003333333,0.018,0.0125,0.26875,0.338461538,0.625,0.0275,6.56E-05,0.057142857,0.314285714,0.714545455,0.456363636,General_Food
6404,"Soups, Sauces, and Gravies","Soup, bean with pork, canned, prepared with equal volume water",63,2.88,2.16,8.31,1.47,2.9,17,0.015,0.01,0.6,0.43,12,0.206,0.012,0.032,31,0.152,0.75,17,0.245,48,3.1,0.38,0.018888889,0.008823529,0.004166667,0.006666667,0.028666667,0.03,0.012875,0.009230769,0.026666667,0.025833333,0.000168889,0.04047619,0.068571429,0.056363636,0.034545455,General_Food
8680,Breakfast Cereals,"Cereals, oats, instant, fortified, maple and brown sugar, dry",368,9.25,4.73,76.67,30.28,7.2,692,1.464,0,0,0.51,240,11.739,1.002,1.069,258,0.24,10.36,90,2.297,305,16.8,1.72,0.768888889,0.861176471,0,0,0.034,0.6,0.7336875,0.770769231,0.890833333,0.215,0.000266667,0.214285714,0.435714286,0.305454545,0.156363636,Weight_Gain
23147,Beef Products,"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",219,27.03,12.29,0,0,0,2,0.584,2.31,0,0.07,7,5.685,0.33,0.08,11,0.083,2.35,24,0.083,170,26.5,6.2,0.002222222,0.343529412,0.9625,0,0.004666667,0.0175,0.3553125,0.253846154,0.066666667,0.009166667,9.22E-05,0.057142857,0.242857143,0.481818182,0.563636364,General_Food
10859,Pork Products,"Pork, fresh, loin, top loin (chops), boneless, enhanced, separable lean and fat, cooked, pan-broiled",190,28.35,7.66,0,0,0,2,0.476,0.55,0,0.24,1,10.192,0.184,0.616,10,0.062,0.63,28,0,317,35.5,1.98,0.002222222,0.28,0.229166667,0,0.016,0.0025,0.637,0.141538462,0.513333333,0.008333333,6.89E-05,0.066666667,0.452857143,0.645454545,0.18,General_Food
6121,"Soups, Sauces, and Gravies","Gravy, mushroom, canned",50,1.26,2.71,5.47,0,0.4,0,0.02,0,0,0,12,0.671,0.063,0.033,7,0.1,0.66,2,0.3,15,1.9,0.7,0,0.011764706,0,0,0,0.03,0.0419375,0.048461538,0.0275,0.005833333,0.000111111,0.004761905,0.021428571,0.034545455,0.063636364,General_Food
4534,Fats and Oils,"Oil, babassu",884,0,100,0,0,0,0,0,0,0,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.273333333,0,0,0,0,0,0,0,0,0,0,Weight_Gain
9071,Fruits and Fruit Juices,"Cherries, sweet, canned, water pack, solids and liquids",46,0.77,0.13,11.76,10.26,1.5,8,0.03,0,2.2,0.23,4,0.41,0.041,0.022,11,0.075,0.36,9,0.062,15,0,0.08,0.008888889,0.017647059,0,0.024444444,0.015333333,0.01,0.025625,0.031538462,0.018333333,0.009166667,8.33E-05,0.021428571,0.021428571,0,0.007272727,General_Food
23354,Beef Products,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",121,23.59,2.94,0,0,0,2,0.635,1.64,0,0.23,4,6.462,0.236,0.064,13,0.048,2.34,12,0.004,220,22.2,3.7,0.002222222,0.373529412,0.683333333,0,0.015333333,0.01,0.403875,0.181538462,0.053333333,0.010833333,5.33E-05,0.028571429,0.314285714,0.403636364,0.336363636,Muscle_Gain
11597,Vegetables and Vegetable Products,"Winged bean leaves, raw",74,5.85,1.1,14.1,0,0,405,0.232,0,45,0,16,3.472,0.602,0.833,224,0.456,4,8,1.367,63,0.9,1.28,0.45,0.136470588,0,0.5,0,0.04,0.217,0.463076923,0.694166667,0.186666667,0.000506667,0.019047619,0.09,0.016363636,0.116363636,General_Food
